 ,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
01/05/2023,EMPRÉSTIMO SICREDI 14/42,ML,,,,,,
01/05/2023,ALUGUEL,ML,,,,,,
01/05/2023,ALUGUEL,FM,,,,,,
02/05/2023,ICMS ENTRADA,FM,,,,,,
02/05/2023,ICMS ENTRADA,ML,,,,,,
,,,,,,,,
,,,"R$ 5.369,27",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
01/05/2023,ALUGUEL,ML,"R$ 4.800,00",,,,,
01/05/2023,ALUGUEL,FM,"R$ 4.000,00",,,,,
03/05/2023,COMISSÃO ENGENHEIRO,PESSOAL,"R$ 380,00",,,,,
03/05/2023,FARDAMENTO ,FM,"R$ 180,00",,,,,
03/05/2023,CATEDRAL ,FM,"R$ 340,11",,,,,
03/05/2023, COMERCIAL DE SEGURANÇA FRAZÃO CAMERA 34658,FM,"R$ 589,92",,,,,
,,,,,,,,
,,,"R$ 10.290,03",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
04/05/2023,PLANO DE SAUDE,FM,"R$ 3.869,33",,,,,
04/05/2023,CORTE DAS LETRAS DA FACHADA,PESSOAL,"R$ 500,00",,,,,
04/05/2023,ARMARINHO BARTOLOMEU 197944 4/5,FM,"R$ 780,21",,,,,
04/05/2023,MEGA LUX 2247 7/9,ML,"R$ 2.004,37",,,,,
,,,,,,,,
,,,"R$ 7.153,91",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
05/05/2023,FGTS ,ML,"R$ 436,02",,,,,
05/05/2023,FGTS ,FM,"R$ 593,29",,,,,
05/05/2023,RIACHUELO,PESSOAL,"R$ 5,90",,,,,
05/05/2023,CONTADOR EDGARD,ML,"R$ 705,00",,,,,
05/05/2023,CONTADOR EDGARD,FM,"R$ 705,00",,,,,
5/5,EMPRESTIMO BANCO NORDESTE,FM,"R$ 1.500,00",,,,,
05/05/2023,SORTE LUZ 40596 3/5,FM,"R$ 1.183,00",,,,,
,,,,,,,,
,,,"R$ 5.128,21",,,,,
,,,,,,,,
04/05/2023,CARTÃO TABATHA - FARMACIA P/ SR FERNANDO,PESSOAL,"R$ 40,10",,,,,
04/05/2023,CARTÃO TABATHA (MONTREAL D.ROSA),PESSOAL,"R$ 344,75",,,,,
04/05/2023,CARTÃO TABATHA - FREITAS VAREJO - 01/03,PESSOAL,"R$ 60,31",,,,,
04/05/2023,CARTÃO TABATHA - FERREIRA COSTA - 01/04,PESSOAL,"R$ 48,78",,,,,
04/05/2023,CARTÃO TABATHA - ALMOÇO GESSEIRO ,PESSOAL,"R$ 33,00",,,,,
04/05/2023,CARTAO TABATHA - FARMACIA 02/03,PESSOAL,"R$ 51,88",,,,,
04/05/2023,CARTAO DONA TABATHA IOB,PESSOAL,"R$ 66,52",,,,,
05/05/2023,CARTÃO TABATHA - CAFETEIRA 1/8,PESSOAL,"R$ 47,38",,,,,
05/05/2023,CARTÃO TABATHA - CAFE DA MANHA IOB,PESSOAL,"R$ 28,24",,,,,
05/05/2023,CARTÃO TABATHA - UBER ENTREGAS,PESSOAL,"R$ 16,93",,,,,
05/05/2023,CARTÃO TABATHA- GASOLINA STRADA ,PESSOAL,"R$ 200,00",,,,,
05/05/2023,PASSAGEM SAO PAULO AVIÃO  04/05,PESSOAL,"R$ 260,77",,,,,
,,,,,,,,
,,,"R$ 1.132,14",,,,,
,,,,,,,,
,,,,,,,,
05/05/2023,CARTAO HAIRTON - CERAMICA - FERREIRA COSTA 01/08,FM,"R$ 173,61",,,,,
05/05/2023,CARTÃO HAIRTON - FITA NEON - VENDA HAIRTON,FM,"R$ 737,81",,,,,
05/05/2023,CARTÃO HAIRTON - 4 PAINEL 48W - VENDA SANDRIELE 1/3,FM,"R$ 233,70",,,,,
05/05/2023,CARTAO HAIRTON - GMAD,FM,"R$ 248,00",,,,,
05/05/2023,CARTAO HAIRTON - LOJAS BENE,FM,"R$43,70",,,,,
05/05/2023,CARTAO HAIRTON PERFIMAX,FM,"R$ 85,93",,,,,
05/05/2023,CARTAO HAIRTON CASA DO ESCAPAMENTO,FM,"R$ 210,00",,,,,
05/05/2023,CARTÃO HAIRTON - POLIMASSA - REJUNTE,FM,"R$ 29,50",,,,,
05/05/2023,CARTÃO HAIRTON ( AR-CONDICIONADO PASSAT PRETO) 5/5,PESSOAL,"R$ 200,00",,,,,
,,,,,,,,
,,,"R$ 1.374,62",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
05/05/2023,FOLHA FUNCIONARIOS ,FM,"R$ 35.000,00",,,,,
06/05/2023,ENERGIA SR. FERNANDO ,PESSOAL,"R$ 238,64",,,,,
07/05/2023,TIM SR. FERNANDO,PESSOAL,"R$ 283,67",,,,,
07/05/2023,MEGA LUX 2754 5/5,ML,"R$ 1.563,50",,,,,
08/05/2023,IPTU,FM,"R$ 205,74",,,,,
08/05/2023,TCR,FM,"R$ 94,43",,,,,
08/05/2023,HM COMERCIO IMPORTACAO Nº 907 5/5,FM,"R$ 2.012,60",,,,,
08/05/2023,IMD COMERCIO DE MOVEIS 166756 4/5,FM,"R$ 634,97",,,,,
08/05/2023,LPS COMPANY 539459 2/5,FM,"R$ 1.083,96",,,,,
08/05/2023,EMPRESTIMO BB 35/40,ML,"R$ 2.995,00",,,,,
08/05/2023,ENERGIA MANAIRA ,PESSOAL,"R$ 326,44",,,,,
08/05/2023,CARTÃO TABATHA - IOB - CAFE LIPEZA DA LOJA 03/04/2023,FM,"R$ 45,27",,,,,
08/05/2023,CARTÃO TABATHA - LDF MATERIAL CONSTRUCAO,FM,"R$ 595,69",,,,,
08/05/2023,CARTÃO TABATHA - EXAME ,FM,"R$ 25,00",,,,,
08/05/2023,CARTAO TABATHA IOB CAFÉ,FM,"R$ 28,24",,,,,
,,,,,,,,
,,,"R$ 45.104,91",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
05/05/2023,FOLHA FUNCIONARIOS ,FM,"R$ 35.000,00",,,,,
06/05/2023,ENERGIA SR. FERNANDO ,PESSOAL,,,,,,
07/05/2023,TIM SR. FERNANDO,PESSOAL,,,,,,
07/05/2023,MEGA LUX 2754 5/5,ML,"R$ 1.563,50",,,,,
08/05/2023,IPTU,FM,"R$ 205,74",,,,,
08/05/2023,TCR,FM,"R$ 94,43",,,,,
08/05/2023,HM COMERCIO IMPORTACAO Nº 907 5/5,FM,"R$ 2.012,60",,,,,
08/05/2023,IMD COMERCIO DE MOVEIS 166756 4/5,FM,"R$ 634,97",,,,,
08/05/2023,LPS COMPANY 539459 2/5,FM,"R$ 1.083,96",,,,,
08/05/2023,EMPRESTIMO BB 35/40,ML,"R$ 2.995,00",,,,,
08/05/2023,ENERGIA MANAIRA ,PESSOAL,,,,,,
08/05/2023,CARTÃO TABATHA - IOB - CAFE LIPEZA DA LOJA 03/04/2023,FM,,,,,,
08/05/2023,CARTÃO TABATHA - LDF MATERIAL CONSTRUCAO,FM,,,,,,
08/05/2023,CARTÃO TABATHA - EXAME ,FM,,,,,,
08/05/2023,CARTAO TABATHA IOB CAFÉ,FM,,,,,,
,,,,,,,,
,,,"R$ 43.590,20",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
09/05/2023,BRONZEARTE 582075 4/5,FM,"R$ 821,46",,,,,
09/05/2023,GABRIEL ADIANTAMENTO,FM,"R$ 5.258,35",,,,,
08/05/2023,"CARTÃO TABATHA / MONTREAL , GASOLINA, IOB, LDF E MATERIAL",FM,"R$ 3.000,15",,,,,
08/05/2023,"CARTAO HAIRTON /MATERIAL , PASSAGEM , REFLETOR E NEON",FM,"R$ 1.971,67",,,,,
,,,,,,,,
,,,"R$ 11.051,63",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
09/05/2023,GABRIEL ADIANTAMENTO,FM,"R$ 5.258,35",,,,,
08/05/2023,"CARTÃO TABATHA / MONTREAL , GASOLINA, IOB, LDF E MATERIAL",FM,"R$ 3.000,15",,,,,
10/05/2023,CONDOMINIO SR. FERNANDO,PESSOAL,"R$ 1.600,10",,,,,
10/05/2023,TOP SAT,PESSOAL,"R$ 50,00",,,,,
10/05/2023,CARTÃO VISA GOLD,PESSOAL,"R$ 3.251,00",,,,,
10/05/2023,CARTÃO GABRIEL - BATERIA DA STRADA 1/2,FM,"R$ 209,50",,,,,
10/05/2023,MANUTENÇÃO SITE - ASSAS GESTAO - MARCIO DE OLIVEIRA,FM,"R$ 200,00",,,,,
10/05/2023,SEGURANÇA CANADA,FM,"R$ 254,65",,,,,
10/05/2023,ULTRA LUZ 1216 1/3 ( EMPALUX FABRICIO),FM,"R$ 1.002,00",,,,,
10/05/2023,INTERNET SR. FERNANDO,PESSOAL,"R$ 90,00",,,,,
10/05/2023,LUXMUNDO 28269 2/3,FM,"R$1,447,59",,,,,
,,,,,,,,
,,,"R$ 14.915,75",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
11/05/2023,RIVATTI 167639 4/5,FM,"R$ 676,23",,,,,
11/05/2023,HUGO EMBULED,PESSOAL,"R$ 1.282,85",,,,,
11/05/2023,ZEN 1/2,PESSOAL,"R$ 1.970,00",,,,,
09/05/2023,GABRIEL ADIANTAMENTO,FM,"R$ 5.258,35",,,,,
,,,,,,,,
,,,"R$ 9.187,43",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
12/05/2023,SITE - INSTAGRAN,ML,"R$ 850,00",,,,,
12/05/2023,ZEN 2/2,ML,"R$ 1.970,00",,,,,
12/05/2023,PASSAGEM E ALMOÇO ,FM,"R$ 1.118,20",,,,,
12/05/2023,ASSESSORIA JURITICA ,FM,"R$ 1.000,00",,,,,
12/05/2023,PORTO LED 1324 1/3,FM,"R$ 563,69",,,,,
,,,,,,,,
,,,"R$ 5.501,89",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
13/05/2023,NAWDAY  (EMBULED HUGO)  126 3/8,ML,"R$ 1.914,18",,,,,
13/05/2023,EMBULED 13552 2/7,ML,"R$ 1.271,99",,,,,
13/05/2023,EMBULED 13551 3/8,ML,"R$ 1.085,75",,,,,
13/05/2023,EMPRESTIMO SICREDI 18/44,FM,"R$ 3.272,72",,,,,
13/05/2023,SORTE LUZ 41226 1/4 ,FM,"R$ 603,61",,,,,
14/05/2023,CAGEPA,ML,"R$ 156,88",,,,,
15/05/2023,ITAU D.ROSA,PESSOAL,"R$ 2.622,67",,,,,
15/05/2023,VIVO,FM,"R$ 260,90",,,,,
15/05/2023,MEGA LUX 3568 2/ 7,ML,"R$ 1.279,03",,,,,
15/05/2023,MARTINS 3958439 2/5,FM,"R$ 399,86",,,,,
15/5,LIMPEZA DO VIDRO ,FM,"R$ 70,00",,,,,
15/05/2023,MEGA LUX 3065 4/5,ML,"R$ 919,09",,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,ML,"R$ 786,60",,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,ML,"R$ 116,22",,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,FM,"R$ 233,85",,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,FM,"R$ 1.539,55",,,,,
15/05/2023,SORTE LUZ NFE 41012 3/9,FM,"R$ 1.369,58",,,,,
15/05/2023,BANCO DO NORDESTE 29/57,FM,"R$ 973,37",,,,,
15/05/2023,SEMOB,FM,"R$ 130,16",,,,,
,,,,,,,,
,,,"R$ 19.006,01",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
13/05/2023,NAWDAY  (EMBULED HUGO)  126 3/8,ML,,,,,,
13/05/2023,EMBULED 13552 2/7,ML,,,,,,
13/05/2023,EMBULED 13551 3/8,ML,"R$ 1.085,75",,,,,
13/05/2023,EMPRESTIMO SICREDI 18/44,FM,"R$ 2.000,00",,,,,
13/05/2023,SORTE LUZ 41226 1/4 ,FM,,,,,,
14/05/2023,CAGEPA,ML,"R$ 156,88",,,,,
15/05/2023,ITAU D.ROSA,PESSOAL,"R$ 2.622,67",,,,,
15/05/2023,VIVO,FM,,,,,,
15/05/2023,MEGA LUX 3568 2/ 7,ML,,,,,,
15/05/2023,MARTINS 3958439 2/5,FM,,,,,,
15/5,LIMPEZA DO VIDRO ,FM,,,,,,
15/05/2023,MEGA LUX 3065 4/5,ML,,,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,ML,"R$ 786,60",,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,ML,,,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,FM,,,,,,
15/05/2023,IMPOSTO DE ENTRADA - ICMS,FM,,,,,,
15/05/2023,SORTE LUZ NFE 41012 3/9,FM,,,,,,
15/05/2023,BANCO DO NORDESTE 29/57,FM,"R$ 973,37",,,,,
15/05/2023,SEMOB,FM,,,,,,
,,,,,,,,
,,,"R$ 7.625,27",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
16/05/2023,SORTE LUZ 32354 6/6,FM,"R$ 1.413,20",,,,,
16/05/2023,ENERGIA TORRE,ML,"R$ 91,81",,,,,
16/05/2023,MEGA LUX 2416 7/9,ML,"R$ 2.178,04",,,,,
16/05/2023,PORTO LED 1259 3/3,FM,"R$ 1.151,31",,,,,
16/05/2023,SORTE LUZ 39843 7/9,FM,"R$ 1.251,27",,,,,
16/05/2023,LDF - 133217,FM,"R$ 359,94",,,,,
,,,,,,,,
,,,"R$ 6.445,57",,,,,
,"ZEN R$ 1.970,00",,,,,,,
,"LAU R$ 1.500,00",,,,,,,
,"CEF R$ 650,00",,,,,,,
,"MAURICIO R$ 500,00",,,,,,,
,,,,,,,,
,"TOTAL R$ 4.620,00",,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
17/05/2023,COMISSAO VENDEDORES,FM/ML,"R$ 2.597,58",,,,,
17/05/2023,CHEQUE ESPECIAL CEF ,FM,"R$ 400,00",,,,,
17/05/2023,CAGEPA,ML,"R$ 156,68",,,,,
17/05/2023,LDF - 133488,FM,"R$ 194,57",,,,,
17/05/2023,AVANT 548595 2/6,FM,"R$ 1.889,91",,,,,
,,,,,,,,
,,,"R$ 5.238,74",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
19/05/2023,MEGA LUX 2247 8/9,ML,"R$ 2.004,37",,,,,
19/05/2023,BANCO NORDESTE ,FM,"R$ 300,00",,,,,
19/05/2023,PASSAGEM E ALMOÇO,FM/ML,"R$ 1.118,20",,,,,
19/05/2023,DARF ,FM,"R$ 31,02",,,,,
19/05/2023,RECEITA FEDERAL ,FM,"R$ 1.018,96",,,,,
19/05/2023,RECEITA FEDERAL,ML,"R$ 575,14",,,,,
,,,,,,,,
,,,"R$ 5.047,69",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
22/05/2023,EMPRESTIMO BANCO NORDESTE,ML,"R$ 663,51",,,,,
20/05/2023,CARTÃO HAIRTON - MATERIAL FACHADA 1/3,FM,"R$ 263,33",,,,,
20/05/2023,CARTÃO HAIRTON - COLA CERAMICA 2/3,FM,"R$ 158,34",,,,,
22/05/2023,CARTÃO HAIRTON - CHOCOLATE PASCOA 2/3,FM,"R$ 89,58",,,,,
20/05/2023,CARTÃO HAIRTON - IQUINE 2/2,FM,"R$ 30,75",,,,,
20/05/2023,CARTÃO HAIRTON- MULTI UTILIDADES,FM,"R$ 40,90",,,,,
20/05/2023,CARTÃO HAIRTON - CARAJAS - CERAMICA 2/4,FM,"R$ 225,00",,,,,
20/05/2023,CARTÃO HAIRTON- CASA NOBRE 2/2,FM,"R$ 46,50",,,,,
20/05/2023,CARTÃO HAIRTON- SOLVENTE P/ FACHADA,FM,"R$ 110,00",,,,,
20/05/2023,CARTÃO HAIRTON- LOJÃO DO FERRO,FM,"R$ 50,99",,,,,
20/05/2023,CARTÃO HAIRTON - MATERIAL MAURICIO 1/3,FM,"R$ 133,57",,,,,
20/05/2023,CARTÃO HAIRTON - TELHA FRENTE DE LOJA 1/6,FM,"R$ 150,00",,,,,
20/05/2023,SORTE LUZ 40596 4/5,FM,"R$ 1.183,00",,,,,
20/05/2023,CONDOMINIO BANANEIRAS,PESSOAL,"R$ 320,00",,,,,
20/05/2023,CAGEPA MANAIRA,FM,"R$ 156,88",,,,,
20/05/2023,REDE SOCIAL,FM,"R$ 850,00",,,,,
22/05/2023,LPS COMPANY 539459 3/5,FM,"R$ 1.083,96",,,,,
22/05/2023,IMD COMERCIO DE MOVEIS 166756 5/5,FM,"R$ 634,99",,,,,
22/05/2023,DARF,FM,"R$ 6.652,46",,,,,
22/05/2023,DARF,FM,"R$ 4.651,93",,,,,
22/05/2023,DARF,ML,"R$ 848,67",,,,,
22/05/2023,DARF,ML,"R$ 972,79",,,,,
,,,,,,,,
,,,"R$ 19.068,76",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
22/05/2023,EMPRESTIMO BANCO NORDESTE,ML,,,,,,
20/05/2023,CARTÃO HAIRTON - MATERIAL FACHADA 1/3,FM,,,,,,
20/05/2023,CARTÃO HAIRTON - COLA CERAMICA 2/3,FM,,,,,,
22/05/2023,CARTÃO HAIRTON - CHOCOLATE PASCOA 2/3,FM,,,,,,
20/05/2023,CARTÃO HAIRTON - IQUINE 2/2,FM,,,,,,
20/05/2023,CARTÃO HAIRTON- MULTI UTILIDADES,FM,,,,,,
20/05/2023,CARTÃO HAIRTON - CARAJAS - CERAMICA 2/4,FM,,,,,,
20/05/2023,CARTÃO HAIRTON- CASA NOBRE 2/2,FM,,,,,,
20/05/2023,CARTÃO HAIRTON- SOLVENTE P/ FACHADA,FM,,,,,,
20/05/2023,CARTÃO HAIRTON- LOJÃO DO FERRO,FM,,,,,,
20/05/2023,CARTÃO HAIRTON - MATERIAL MAURICIO 1/3,FM,,,,,,
20/05/2023,CARTÃO HAIRTON - TELHA FRENTE DE LOJA 1/6,FM,,,,,,
20/05/2023,SORTE LUZ 40596 4/5,FM,"R$ 1.183,00",,,,,
20/05/2023,CONDOMINIO BANANEIRAS,PESSOAL,"R$ 320,00",,,,,
20/05/2023,CAGEPA MANAIRA,FM,,,,,,
20/05/2023,REDE SOCIAL,FM,,,,,,
22/05/2023,LPS COMPANY 539459 3/5,FM,"R$ 1.083,96",,,,,
22/05/2023,IMD COMERCIO DE MOVEIS 166756 5/5,FM,"R$ 634,99",,,,,
22/05/2023,DARF,FM,"R$ 6.652,46",,,,,
22/05/2023,DARF,FM,"R$ 4.651,93",,,,,
22/05/2023,DARF,ML,"R$ 848,67",,,,,
22/05/2023,DARF,ML,"R$ 972,79",,,,,
,,,,,,,,
,,,"R$ 16.347,80",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
23/05/2023,CARTÃO HAIRTON,PESSOAL,"R$ 1.051,00",,,,,
23/05/2023,INTERNET BANANEIRAS,PESSOAL,"R$ 90,00",,,,,
23/05/2023,COMPLEMENTO SALARIO TABATHA,PESSOAL,"R$ 1.000,00",,,,,
23/05/2023,BRONZEARTE 582075 5/5,FM,"R$ 821,46",,,,,
23/05/2023,EMPRESTIMO BANCO NORDESTE ,PESSOAL,"R$ 700,00",,,,,
23/05/2023,LAU,PESSOAL,"R$ 3.805,00",,,,,
23/05/2023,ARMARINHO BARTOLOMEU 197606 4/5,FM,"R$ 1.205,51",,,,,
23/05/2023,CAGEPA,FM,"R$ 156,88",,,,,
,,,,,,,,
,,,"R$ 8.829,85",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
23/05/2023,CARTÃO HAIRTON,PESSOAL,"R$ 1.051,00",,,,,
23/05/2023,INTERNET BANANEIRAS,PESSOAL,"R$ 90,00",,,,,
23/05/2023,COMPLEMENTO SALARIO TABATHA,PESSOAL,"R$ 1.000,00",,,,,
23/05/2023,BRONZEARTE 582075 5/5,FM,"R$ 821,46",,,,,
23/05/2023,EMPRESTIMO BANCO NORDESTE ,PESSOAL,"R$ 700,00",,,,,
23/05/2023,LAU,PESSOAL,PRORROGAR,,,,,
23/05/2023,ARMARINHO BARTOLOMEU 197606 4/5,FM,"R$ 1.205,51",,,,,
23/05/2023,CAGEPA,FM,PRORROGAR,,,,,
,,,,,,,,
,,,"R$ 4.867,97",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
23/05/2023,LAU,PESSOAL,"R$ 3.805,00",,,,,
23/05/2023,JOANA,PESSOAL,,,,,,
24/05/2023,RESCISÃO ITILA 1/2,FM,"R$ 3.600,87",,,,,
,,,,,,,,
,,,"R$ 7.405,87",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
25/05/2023,RIVATTI 167639 5/5,FM,"R$ 676,24",,,,,
25/05/2023,PBTEC,FM,"R$ 340,00",,,,,
25/05/2023,PBTEC,ML,"R$ 340,00",,,,,
25/05/2023,VIVO MOVEL ,FM,"R$ 46,53",,,,,
25/05/2023,CARTÃO ITAU,PESSOAL,,,,,,
25/05/2023,CARTÃO CARREFUR,PESSOAL,,,,,,
,,,,,,,,
,,,"R$ 1.402,77",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
25/05/2023,RIVATTI 167639 5/5,FM,"R$ 676,24",,,,,
25/05/2023,PBTEC,FM,"R$ 340,00",,,,,
25/05/2023,PBTEC,ML,"R$ 340,00",,,,,
25/05/2023,HUGO EMBULED,PESSOAL,"R$ 1.282,85",,,,,
25/05/2023,VIVO MOVEL ,FM,"R$ 46,53",,,,,
25/05/2023,NORDESTE FM,PESSOAL,"R$ 280,00",,,,,
,,,,,,,,
,,,"R$ 2.965,62",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
26/05/2023,ENERGIA BANANEIRA,PESSOAL,"R$ 268,25",,,,,
26/05/2023,RESCISÃO ITILA,FM,"R$ 3.735,20",,,,,
26/05/2023,FGTS ITILA,FM,"R$ 893,49",,,,,
26/05/2023,IMPOLUZ 24996 1/3,FM,"R$ 1.309,74",,,,,
26/05/2023,ZEN,PESSOAL,PRORROGAR,,,,,
26/05/2023,ARMARINHO BARTOLOMEU 197944 5/5,FM,"R$ 780,21",,,,,
26/05/2023,ARMARINHO BARTOLOMEU 205132 1/2,FM,"R$ 757,97",,,,,
26/05/2023,EMPRESTIMO BB 35/66,FM,PRORROGAR,,,,,
,,,,,,,,
,,,"R$ 7.744,86",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
26/05/2023,RESCISÃO ITILA,FM,"R$ 3.735,20",,,,,
26/05/2023,ENERGIA BANANEIRA,PESSOAL,"R$ 268,25",,,,,
26/05/2023,ZEN,PESSOAL,"R$ 3.050,00",,,,,
26/05/2023,FGTS ITILA,FM,"R$ 893,49",,,,,
26/05/2023,IMPOLUZ 24996 1/3,FM,"R$ 1.309,74",,,,,
26/05/2023,ARMARINHO BARTOLOMEU 197944 5/5,FM,"R$ 780,21",,,,,
26/05/2023,ARMARINHO BARTOLOMEU 205132 1/2,FM,"R$ 757,97",,,,,
26/05/2023,EMPRESTIMO BB 35/66,FM,"R$ 4.927,07",,,,,
,,,,,,,,
,,,"R$ 15.721,93",,,,,
,,,,,,,,
27/05/2023,ENERGIA MANAIRA,FM,,,,,,
27/05/2023,SORTE LUZ 41457 1 / 6,FM,"R$ 993,66",,,,,
28/05/2023,CARTÃO BB VISA,PESSOAL,,,,,,
28/05/2023,CONTA AZUL,ML,,,,,,
28/05/2023,CONTA AZUL,FM,,,,,,
28/05/2023,EMBULED 13552 3/7,ML,"R$ 1.271,99",,,,,
28/05/2023,EMBULED 13551 4/8,ML,"R$ 1.085,75",,,,,
28/05/2023,SORTE LUZ 41226 2/4,FM,"R$ 2.414,50",,,,,
28/05/2023,SORTE LUIZ 41226 2/4 ,FM,"R$ 603,63",,,,,
28/05/2023,NAWDAY NAWDAY (EMBULED HUGO)  126 4/8,ML,"R$ 1.914,18",,,,,
29/05/2023,MARAJA 501891,ML,"R$ 206,77",,,,,
29/05/2023,SEGURO CARRO,PESSOAL,,,,,,
29/05/2023,DAS PARCELAMENTO,ML/FM,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
27/05/2023,ENERGIA MANAIRA,FM,,,,,,
27/05/2023,SORTE LUZ 41457 1 / 6,FM,"R$ 993,66",,,,,
28/05/2023,CARTÃO BB VISA,PESSOAL,,,,,,
28/05/2023,CONTA AZUL,ML,"R$ 349,90",,,,,
28/05/2023,CONTA AZUL,FM,"R$ 349,90",,,,,
28/05/2023,EMBULED 13552 3/7,ML,"R$ 1.271,99",,,,,
28/05/2023,EMBULED 13551 4/8,ML,"R$ 1.085,75",,,,,
28/05/2023,SORTE LUZ 41226 2/4,FM,"R$ 2.414,50",,,,,
28/05/2023,SORTE LUZ 41226 2/4 ,FM,"R$ 603,63",,,,,
20/01/2025,NAWDAY NAWDAY (EMBULED HUGO)  126 4/8,ML,"R$ 1.914,18",,,,,
29/05/2023,MARAJA 501891,ML,"R$ 206,77",,,,,
29/05/2023,SEGURO CARRO,PESSOAL,,,,,,
29/05/2023,DAS PARCELAMENTO,ML/FM,,,,,,
,,,"R$ 6.775,78",,,,,
,,,,,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
27/05/2023,SORTE LUZ 41457 1 / 6,FM,"R$ 993,66",,,,,
27/05/2023,EMPRESTIMO  FM,FM,,,,,,
28/05/2023,CARTÃO BB VISA,PESSOAL,"R$ 24,00",,,,,
28/05/2023,CONTA AZUL,ML,,,,,,
28/05/2023,CONTA AZUL,FM,"R$ 346,90",,,,,
28/05/2023,EMBULED 13552 3/7,ML,,,,,,
28/05/2023,EMBULED 13551 4/8,ML,,,,,,
28/05/2023,SORTE LUZ 41226 2/4,FM,"R$ 2.414,50",,,,,
28/05/2023,SORTE LUZ 41226 2/4 ,FM,"R$ 603,63",,,,,
28/05/2023,NAWDAY NAWDAY (EMBULED HUGO)  126 4/8,ML,,,,,,
29/05/2023,MARAJA 501891,ML,,,,,,
,,,,,,,,
,,,"R$ 1.968,19",,,,,
,,,,,,,,
PROGRAMAÇÃO DE CONTAS A PAGAR,,,,,,,,
30/05/2023,SEGURO TORRE,ML,"R$ 329,72",,,,,
30/05/2023,BRISANET,ML,"R$ 174,90",,,,,
30/05/2023,ENERGIA PRISCYLLA,PESSOAL,,,,,,
30/05/2023,MARTINS 3958433  2/3,ML,"R$ 172,08",,,,,
30/05/2023,MARTINS 3958434 2/3,ML,"R$ 172,08",,,,,
30/05/2023,MEGA LUX 3568 3 / 7,ML,"R$ 1.279,03",,,,,
30/05/2023,MARTINS 3958439 3/5,FM,"R$ 399,86",,,,,
